	A1	A2	A3	B1	B2	B3	C1	C2	C3
gene_5510	0	4	0	4	0	0	0	5	0
gene_5511	25	13	11	12	6	4	4	4	26
gene_5512	198	153	205	209	200	201	145	238	186
gene_5513	18	40	4	49	39	43	9	23	11
gene_5514	4	4	1	3	5	6	9	2	1
gene_5515	30	100	33	82	54	44	135	103	24
gene_5516	1	4	4	9	5	16	4	7	21
gene_5517	0	2	1	0	0	0	0	1	0
gene_5518	0	0	1	0	6	6	0	0	7
gene_5519	7	5	5	8	8	8	9	11	3
gene_5520	3	4	0	1	12	2	4	3	5
gene_5521	10	4	12	10	17	9	5	17	5
gene_5522	1	0	0	1	0	0	0	1	3
gene_5523	0	23	4	1	0	7	9	0	44
gene_5524	129	129	222	93	219	199	59	192	90
gene_5525	6	13	0	5	0	2	0	0	7
gene_5526	1	0	0	0	3	0	0	1	0
gene_5527	0	3	0	4	0	0	2	2	0
gene_5528	41	34	24	32	43	37	43	42	56
gene_5529	1	7	2	3	9	1	2	20	3
gene_5530	9	8	17	15	29	14	16	6	13
gene_5531	3	1	10	0	8	24	0	0	0
gene_5532	81	201	68	60	144	103	38	95	136
gene_5533	5	1	3	4	7	6	13	5	5
gene_5534	11	0	2	8	6	4	6	0	5
gene_5535	305	261	238	333	316	256	272	280	291
gene_5536	0	9	0	0	2	1	3	0	12
gene_5537	31	15	24	7	13	22	33	17	38
gene_5538	0	5	0	0	0	1	0	2	1
gene_5539	219	140	250	251	133	147	142	272	132
gene_5540	155	120	149	126	150	131	118	120	144
gene_5541	21	28	19	1	7	6	10	2	16
gene_5542	0	1	1	2	0	2	0	0	0
gene_5543	63	55	67	64	67	86	79	75	75
gene_5544	47	22	39	32	18	25	31	23	30
gene_5545	10	4	9	15	3	15	3	8	3
gene_5546	2	5	7	7	5	8	6	5	8
gene_5547	20	19	21	10	42	1	12	4	7
gene_5548	192	370	252	219	201	131	77	244	107
gene_5549	0	10	3	0	16	0	37	57	67
gene_5550	67	30	77	41	35	53	40	36	55
gene_5551	29	20	16	23	20	18	31	33	19
gene_5552	144	153	156	129	134	149	140	148	115
gene_5553	5	1	4	2	3	2	4	0	7
gene_5554	21	6	1	0	10	3	0	0	19
gene_5555	47	59	33	40	43	27	28	50	28
gene_5556	38	30	58	54	34	44	70	41	35
gene_5557	28	28	40	37	24	24	23	39	16
gene_5558	8	4	6	7	7	14	8	10	16
gene_5559	2	0	1	0	9	4	0	6	4
gene_5560	4	4	12	10	7	4	1	4	10
gene_5561	0	0	0	3	1	0	0	0	0
gene_5562	4	2	10	0	8	4	1	2	1
gene_5563	132	49	71	93	75	79	66	52	66
gene_5564	41	53	39	11	44	9	45	32	71
gene_5565	0	0	6	0	8	5	3	0	0
gene_5566	208	89	95	248	94	81	124	136	144
gene_5567	55	33	69	80	43	30	80	47	43
gene_5568	104	102	113	90	90	109	93	90	138
gene_5569	22	18	15	31	24	18	22	20	12
gene_5570	0	0	0	0	0	1	0	0	0
gene_5571	47	21	95	32	7	25	17	21	46
gene_5572	167	108	75	73	148	24	98	48	67
gene_5573	7	5	2	4	10	16	4	4	6
gene_5574	10	19	7	18	9	11	4	6	17
gene_5575	21	16	20	14	15	15	20	9	19
gene_5576	28	43	35	46	51	32	52	25	43
gene_5577	233	290	284	298	263	228	327	367	302
gene_5578	29	16	6	4	50	1	0	6	0
gene_5579	47	39	35	22	25	47	58	36	58
gene_5580	48258	56552	61093	45551	22291	20679	37285	18961	61815
gene_5581	24	8	13	8	37	12	11	48	24
gene_5582	3	0	0	0	1	0	1	0	0
gene_5583	8	8	15	21	19	9	15	13	9
gene_5584	1	1	6	2	3	1	0	2	4
gene_5585	2	6	1	4	2	7	4	5	3
gene_5586	58	27	99	36	78	93	107	36	89
gene_5587	35	37	29	57	25	17	11	10	23
gene_5588	30	44	47	68	45	54	53	16	62
gene_5589	1	2	1	3	3	0	1	5	2
gene_5590	1	0	1	3	0	0	0	0	0
gene_5591	66	59	90	49	68	93	58	81	103
gene_5592	19	8	20	41	128	3	13	23	31
gene_5593	119	185	131	139	166	206	124	124	172
gene_5594	8	9	12	8	5	19	13	15	13
gene_5595	86	120	133	130	122	87	78	85	85
gene_5596	32	33	32	19	11	24	20	32	32
gene_5597	23	4	4	14	5	9	13	16	12
gene_5598	4	4	0	0	1	9	5	2	2
gene_5599	109	801	58	124	88	401	106	277	122
gene_5600	3	0	0	0	0	0	1	0	0
gene_5601	79	48	51	61	49	67	40	66	100
gene_5602	22	16	17	19	15	25	28	22	10
gene_5603	62	68	73	67	75	75	76	79	75
gene_5604	64	116	39	91	57	171	52	118	89
gene_5605	75	54	21	97	35	55	63	27	41
gene_5606	0	0	0	0	0	1	1	1	1
gene_5607	0	2	2	0	0	0	0	0	0
gene_5608	19	49	86	52	57	37	92	44	57
gene_5609	33	32	28	32	25	22	36	35	28
gene_5610	0	1	2	1	2	1	0	0	0
gene_5611	48	41	39	39	32	51	60	39	56
gene_5612	24	19	21	36	23	34	24	15	23
gene_5613	0	3	4	0	1	5	3	0	0
gene_5614	19	31	15	40	41	41	30	47	26
gene_5615	44	9	22	21	17	14	50	64	12
gene_5616	145	270	166	99	183	59	153	103	143
gene_5617	66	110	108	107	67	93	197	114	35
gene_5618	17	16	13	11	11	5	22	15	10
gene_5619	44	86	67	43	11	3	11	17	28
gene_5620	712	562	598	633	691	526	597	570	731
gene_5621	16	7	6	14	18	3	12	7	8
gene_5622	1	0	0	1	1	1	0	0	0
gene_5623	107	135	116	96	53	100	84	139	122
gene_5624	1	1	7	3	0	13	5	3	8
gene_5625	21	25	23	21	37	14	22	17	19
gene_5626	1	0	1	0	2	0	0	0	2
gene_5627	192	224	254	194	217	209	274	235	381
gene_5628	114	113	113	97	111	143	117	132	170
gene_5629	51	20	28	42	75	79	132	52	39
gene_5630	2	0	0	0	0	0	1	1	0
gene_5631	26	30	26	15	20	26	22	25	19
gene_5632	585	851	868	1010	574	576	493	691	384
gene_5633	10	22	37	34	25	19	46	17	32
gene_5634	0	0	0	1	0	6	1	0	0
gene_5635	0	0	2	4	0	1	9	17	7
gene_5636	15	18	4	6	10	20	20	8	13
gene_5637	29	38	41	15	27	110	82	45	38
gene_5638	2	0	0	4	1	1	2	5	5
gene_5639	97	138	102	101	116	165	176	124	150
gene_5640	20	6	3	4	5	0	3	2	0
gene_5641	0	2	0	1	2	2	1	0	1
gene_5642	3	10	3	0	1	4	0	5	1
gene_5643	2	28	0	0	1	8	0	23	6
gene_5644	28	15	11	17	18	21	26	16	22
gene_5645	1	0	2	0	4	5	2	2	0
gene_5646	6	6	5	7	3	2	5	4	5
gene_5647	217	153	179	173	203	222	220	178	162
gene_5648	6	26	20	26	21	10	17	23	11
gene_5649	163	101	93	69	40	152	136	169	116
gene_5650	172	140	92	157	137	152	133	116	123
gene_5651	12	2	7	17	3	2	13	2	6
gene_5652	7	28	15	17	6	12	21	22	22
gene_5653	76	50	48	42	51	39	45	46	47
gene_5654	224	287	265	279	200	355	198	352	196
gene_5655	82	97	90	88	104	122	94	76	68
gene_5656	21	0	11	34	0	9	15	12	0
gene_5657	32	56	53	42	62	47	49	45	64
gene_5658	29	45	160	9	46	10	20	30	93
gene_5659	19	12	15	2	3	16	4	19	14
gene_5660	52	47	45	48	38	59	38	44	19
gene_5661	37	48	123	71	31	60	116	166	63
gene_5662	0	0	0	0	0	1	2	0	1
gene_5663	0	2	0	1	0	1	0	7	2
gene_5664	15	15	4	15	29	9	7	7	5
gene_5665	2	8	5	5	16	3	34	42	20
gene_5666	50	23	25	26	29	21	19	19	25
gene_5667	4	0	0	0	0	0	0	0	1
gene_5668	0	0	7	0	0	0	0	9	0
gene_5669	3	0	0	4	0	4	0	2	0
gene_5670	1	0	3	27	7	5	2	2	6
gene_5671	7	5	13	7	12	9	5	8	12
gene_5672	20	8	2	3	12	17	14	12	15
gene_5673	17	13	27	33	9	10	26	17	17
gene_5674	10	16	9	0	9	14	4	3	9
gene_5675	58	53	61	49	58	54	45	46	46
gene_5676	147	319	226	205	283	196	148	166	164
gene_5677	2278	2228	1317	1573	1772	1907	1657	2296	2485
gene_5678	126	42	44	45	235	42	72	44	111
gene_5679	112	113	88	119	90	106	87	112	97
gene_5680	0	2	1	1	0	2	1	0	2
gene_5681	67	56	71	24	22	74	65	136	75
gene_5682	50	20	22	50	17	38	33	42	8
gene_5683	7	0	17	68	68	9	46	116	55
gene_5684	0	0	0	1	1	0	0	0	0
gene_5685	0	0	1	0	0	0	0	0	1
gene_5686	0	0	4	1	15	2	0	7	9
gene_5687	32	52	41	55	30	31	45	58	60
gene_5688	0	1	2	5	6	2	0	0	0
gene_5689	5	7	5	7	6	13	4	14	9
gene_5690	6	22	22	40	23	5	8	11	6
gene_5691	64	64	67	66	62	58	67	54	44
gene_5692	0	0	1	1	3	0	0	0	3
gene_5693	451	389	367	429	479	514	524	439	437
gene_5694	0	4	4	0	22	5	1	2	0
gene_5695	2	1	3	0	0	0	2	0	0
gene_5696	9	0	9	0	5	5	2	1	17
gene_5697	165	17	14	326	182	127	113	28	223
gene_5698	0	1	0	3	0	0	0	0	0
gene_5699	21	28	28	35	35	44	27	46	54
gene_5700	26	24	52	16	35	27	51	31	41
gene_5701	32	130	25	55	36	44	25	7	15
gene_5702	7	1	9	1	3	0	4	2	11
gene_5703	340	253	310	500	308	425	444	252	544
gene_5704	14	22	11	20	14	5	10	16	41
gene_5705	1	2	2	1	9	7	0	6	0
gene_5706	3	4	5	8	3	7	2	7	3
gene_5707	2	2	7	4	1	0	4	18	3
gene_5708	0	54	11	7	6	8	11	0	5
gene_5709	128	96	99	119	101	62	86	85	83
gene_5710	71	30	19	93	5	98	17	47	32
gene_5711	13	4	0	21	11	2	15	2	15
gene_5712	2	0	0	1	2	4	1	2	0
gene_5713	55	80	68	79	63	52	64	65	75
gene_5714	11	7	3	4	8	19	3	11	5
gene_5715	22	22	6	34	10	20	38	7	32
gene_5716	7	6	0	8	0	0	0	3	0
gene_5717	0	3	4	0	7	1	5	2	0
gene_5718	31	35	43	52	46	32	42	27	40
gene_5719	0	0	0	8	0	1	3	0	0
gene_5720	12	6	5	6	3	5	2	4	3
gene_5721	36	37	19	30	148	26	109	34	85
gene_5722	23	13	28	48	14	28	42	16	32
gene_5723	0	2	0	0	0	0	0	0	0
gene_5724	53	81	108	76	226	154	133	94	111
gene_5725	62	27	8	38	19	42	75	54	120
gene_5726	0	0	4	0	0	4	0	0	3
gene_5727	5	8	9	9	19	13	14	4	12
gene_5728	33	43	36	36	41	43	44	50	37
gene_5729	108	66	91	26	153	124	77	120	52
gene_5730	368	271	330	294	339	418	339	357	325
gene_5731	35	56	116	59	33	51	47	18	34
gene_5732	2	17	0	8	6	7	7	7	6
gene_5733	5	14	8	8	7	9	8	6	14
gene_5734	13	20	28	21	29	42	36	39	24
gene_5735	0	2	0	0	0	8	2	3	0
gene_5736	0	0	1	0	0	2	1	0	1
gene_5737	46	8	28	41	44	30	52	45	9
gene_5738	50	13	184	20	0	57	4	3	7
gene_5739	47	37	40	32	37	29	51	48	33
gene_5740	7	0	92	42	48	3	45	9	20
gene_5741	53	52	51	57	44	54	36	51	45
gene_5742	24	18	14	31	25	14	23	31	12
gene_5743	0	0	1	2	1	1	2	2	5
gene_5744	65	80	53	80	73	45	82	49	76
gene_5745	21	16	12	41	24	3	18	26	5
gene_5746	0	1	2	0	1	0	0	0	1
gene_5747	114	96	70	97	59	77	97	115	76
gene_5748	39	4	19	1	9	11	8	15	0
gene_5749	12	22	24	21	22	14	23	16	33
gene_5750	0	3	20	12	25	0	14	5	8
gene_5751	202	122	127	148	137	130	143	156	121
gene_5752	194	84	125	87	95	127	171	129	58
gene_5753	0	0	1	1	1	0	5	0	9
gene_5754	10	51	23	30	15	22	5	17	12
gene_5755	0	2	0	0	7	2	0	1	1
gene_5756	0	3	1	0	3	1	0	0	1
gene_5757	60	77	76	74	67	79	65	69	80
gene_5758	53	50	50	125	64	64	90	80	33
gene_5759	0	9	0	0	0	2	0	0	1
gene_5760	4	4	10	0	6	0	2	1	6
gene_5761	18	21	23	17	10	20	13	9	11
gene_5762	0	1	3	0	1	0	0	1	0
gene_5763	114	52	31	33	62	41	46	51	44
gene_5764	0	0	1	2	3	1	0	0	0
gene_5765	26	50	9	39	42	33	32	24	30
gene_5766	13	13	16	30	24	17	27	19	14
gene_5767	2	0	6	1	0	0	1	0	0
gene_5768	18	16	24	11	9	15	18	12	11
gene_5769	29	70	16	38	18	44	63	35	59
gene_5770	5	2	2	1	1	4	9	0	1
gene_5771	6	0	7	1	3	4	2	13	4
gene_5772	1	0	1	0	10	2	2	1	0
gene_5773	22	18	23	50	25	28	27	14	12
gene_5774	164	135	90	168	150	168	238	202	182
gene_5775	233	320	194	309	329	200	177	192	221
gene_5776	28	25	39	48	31	24	29	39	25
gene_5777	0	0	1	1	0	1	0	0	0
gene_5778	5	2	5	3	1	7	3	0	6
gene_5779	21	13	18	15	18	5	17	15	21
gene_5780	0	1	1	0	0	0	0	0	0
gene_5781	0	0	1	1	0	0	0	1	0
gene_5782	79	60	54	53	55	65	72	40	56
gene_5783	939	4037	1690	1917	2173	3334	1656	2094	2464
gene_5784	15	20	15	23	13	28	14	12	13
gene_5785	31	28	39	42	21	23	16	25	19
gene_5786	30	93	104	49	45	101	57	113	169
gene_5787	14	12	10	7	3	3	6	9	5
gene_5788	59	56	67	51	63	66	73	75	66
gene_5789	68	90	57	60	79	91	70	86	51
gene_5790	8	9	167	0	4	0	1	1	21
gene_5791	0	1	0	5	0	1	0	0	0
gene_5792	42	27	25	17	28	23	16	20	31
gene_5793	87	83	42	45	28	33	39	94	38
gene_5794	64	56	35	42	44	48	40	39	45
gene_5795	20	15	23	13	20	20	13	3	19
gene_5796	241	558	393	81	149	114	244	159	298
gene_5797	9	27	13	5	3	1	10	12	8
gene_5798	12	60	50	19	15	39	18	22	10
gene_5799	16	24	19	14	12	20	22	21	46
gene_5800	100	135	131	133	141	126	155	108	140
gene_5801	278	305	376	325	539	276	355	240	299
gene_5802	1	9	6	4	9	8	8	9	9
gene_5803	116	166	87	173	207	146	114	111	122
gene_5804	0	0	0	5	0	1	0	0	3
gene_5805	137	140	142	188	140	145	146	148	133
gene_5806	1	14	5	9	0	13	7	8	3
gene_5807	341	334	299	384	262	533	218	646	230
gene_5808	38	69	56	57	57	35	63	54	58
gene_5809	8	0	0	0	0	0	0	0	6
gene_5810	3	1	5	4	0	3	5	4	7
gene_5811	0	0	0	0	2	1	1	0	2
gene_5812	6	0	5	2	3	0	0	0	0
gene_5813	0	3	1	10	6	1	3	3	4
gene_5814	0	1	0	0	0	2	2	2	0
gene_5815	96	109	87	80	74	99	60	78	110
gene_5816	602	551	849	748	748	1002	992	906	812
gene_5817	33	36	41	35	31	35	41	22	23
gene_5818	50	77	80	107	90	67	65	62	73
gene_5819	202	180	276	271	150	163	167	103	173
gene_5820	118	124	153	86	87	95	121	109	127
gene_5821	63	17	65	63	88	76	81	32	54
gene_5822	25	31	21	32	17	16	28	11	15
gene_5823	75	121	108	130	93	143	130	50	62
gene_5824	13	17	24	30	22	22	23	24	33
gene_5825	66	68	50	31	65	54	68	49	67
gene_5826	1	9	4	5	5	7	20	4	8
gene_5827	1	0	1	0	1	2	9	6	2
gene_5828	29	36	28	38	32	37	35	32	39
gene_5829	0	1	0	3	6	1	3	8	1
gene_5830	1	0	1	0	0	0	0	0	0
gene_5831	4	1	4	5	5	0	0	8	1
gene_5832	37	82	103	42	40	45	75	38	31
gene_5833	0	86	50	0	9	2	24	0	1
gene_5834	1	0	5	3	0	0	0	4	0
gene_5835	81	45	107	144	113	60	69	99	49
gene_5836	0	1	2	2	0	0	0	0	1
gene_5837	6	2	2	34	2	3	0	1	0
gene_5838	3	14	5	2	3	8	8	8	3
gene_5839	0	1	2	0	6	0	0	0	0
gene_5840	84	169	400	144	151	243	328	170	138
gene_5841	0	1	1	0	0	2	2	0	1
gene_5842	0	25	0	2	0	16	0	0	7
gene_5843	271	395	279	498	266	292	185	297	236
gene_5844	0	1	0	3	0	1	0	1	3
gene_5845	0	5	1	0	1	3	8	1	3
gene_5846	17	7	8	0	12	20	13	18	3
gene_5847	20	33	30	26	15	17	13	18	61
gene_5848	33	19	4	37	9	10	6	14	24
gene_5849	22	56	40	8	16	27	29	38	18
gene_5850	15	122	54	37	35	21	54	23	19
gene_5851	251	261	184	292	260	184	230	251	346
gene_5852	110	106	65	93	116	81	143	142	106
gene_5853	0	7	103	15	49	42	92	1	39
gene_5854	108	124	78	12	101	64	143	78	65
gene_5855	396	312	407	510	321	346	326	634	426
gene_5856	85	83	78	68	95	75	95	86	83
gene_5857	2	5	7	7	6	20	13	16	1
gene_5858	1	7	9	1	3	0	1	2	1
gene_5859	19	17	23	14	36	8	34	5	33
gene_5860	0	1	1	1	0	2	0	0	0
gene_5861	0	0	0	0	0	0	0	0	1
gene_5862	10	2	1	0	10	10	8	7	6
gene_5863	90	66	103	97	76	86	80	83	77
gene_5864	136	51	85	141	97	99	207	111	125
gene_5865	109	50	65	46	122	51	53	44	48
gene_5866	371	325	397	171	138	242	192	374	227
gene_5867	21	24	22	11	36	7	11	16	31
gene_5868	0	2	0	1	0	0	0	4	0
gene_5869	132	124	90	110	130	124	135	159	93
gene_5870	2	1	0	1	4	4	0	0	0
gene_5871	12	8	9	3	7	9	16	5	6
gene_5872	32	12	49	31	23	22	28	38	30
gene_5873	1	24	5	5	0	6	3	15	1
gene_5874	74	7	0	4	1	0	5	14	0
gene_5875	0	4	1	10	16	4	1	14	4
gene_5876	41	56	0	0	0	3	12	0	1
gene_5877	144	125	98	99	203	89	96	66	81
gene_5878	8	21	20	31	27	2	2	45	6
gene_5879	6127	6500	5501	6228	6091	6052	5835	6202	6342
gene_5880	80	57	85	26	72	90	11	38	50
gene_5881	0	0	1	2	0	1	6	0	0
gene_5882	0	0	2	1	0	3	0	0	0
gene_5883	3	3	2	2	0	7	4	1	4
gene_5884	209	337	59	173	53	54	82	34	228
gene_5885	11	32	21	13	17	24	20	22	22
gene_5886	12	15	7	17	26	16	13	11	16
gene_5887	1	1	0	1	0	0	1	7	5
gene_5888	6	1	1	4	0	4	0	0	1
gene_5889	0	4	0	0	1	1	6	11	4
gene_5890	0	10	5	11	7	6	8	3	3
gene_5891	3	1	0	0	5	3	13	2	2
gene_5892	656	622	779	323	458	611	846	612	570
gene_5893	5	3	0	2	1	1	2	2	1
gene_5894	5	56	39	49	206	28	45	85	54
gene_5895	148	91	80	167	152	111	85	100	129
gene_5896	0	0	2	3	1	2	3	5	1
gene_5897	10	6	2	10	8	9	6	4	6
gene_5898	6	2	0	1	0	1	0	3	0
gene_5899	5	5	4	4	1	1	0	0	6
gene_5900	25	20	40	15	21	11	26	30	24
gene_5901	75	58	80	68	82	56	83	69	77
gene_5902	11	20	9	10	12	15	17	20	9
gene_5903	142	114	155	140	146	125	143	151	115
gene_5904	1	0	0	1	1	1	0	0	1
gene_5905	35	56	24	37	75	29	50	30	21
gene_5906	4	2	10	0	0	1	0	7	2
gene_5907	2	0	4	0	4	6	6	0	3
gene_5908	0	2	2	4	3	0	0	1	0
gene_5909	200	162	365	181	119	340	122	341	228
gene_5910	0	0	0	0	0	0	0	0	0
gene_5911	336	0	17	8	141	88	31	70	44
gene_5912	46	44	49	41	26	47	57	36	56
gene_5913	145	176	306	166	229	172	191	254	203
gene_5914	7	4	2	8	1	3	0	1	2
gene_5915	9	1	0	2	0	3	0	3	6
gene_5916	9	7	15	16	7	11	5	4	7
gene_5917	0	6	5	0	4	1	0	0	0
gene_5918	32	30	32	20	23	34	20	30	17
gene_5919	37	16	3	2	8	10	5	2	14
gene_5920	310	315	479	616	712	381	449	390	492
gene_5921	1	6	1	3	3	3	2	8	0
gene_5922	24	19	24	34	34	22	34	22	30
gene_5923	15	14	12	12	13	12	13	6	5
gene_5924	0	2	2	0	2	0	0	7	0
gene_5925	500	461	593	572	436	661	721	471	691
gene_5926	41	55	56	23	19	17	39	21	24
gene_5927	26	24	15	30	29	47	9	39	24
gene_5928	22	41	34	21	37	17	46	62	32
gene_5929	8	6	34	6	1	21	17	29	7
gene_5930	2	8	3	10	21	3	14	4	7
gene_5931	147	171	120	153	149	154	152	79	200
gene_5932	447	469	362	342	619	468	296	430	381
gene_5933	0	0	0	2	1	0	0	4	0
gene_5934	14	9	10	7	9	15	20	7	8
gene_5935	86	88	129	84	76	90	85	70	60
gene_5936	3	3	1	0	2	0	1	2	1
gene_5937	0	0	1	1	0	0	2	0	0
gene_5938	27	54	24	12	49	24	63	60	23
gene_5939	5	11	16	12	9	3	7	8	6
gene_5940	0	0	3	0	0	1	2	0	0
gene_5941	9	13	19	4	5	10	25	8	13
gene_5942	1055	1249	1102	823	1044	1007	882	928	743
gene_5943	73	137	91	40	122	14	70	39	74
gene_5944	0	7	6	2	4	7	2	0	1
gene_5945	7	14	16	15	21	23	17	20	13
gene_5946	16	18	6	14	14	19	31	2	7
gene_5947	27	12	6	14	6	12	7	11	8
gene_5948	1	3	1	0	0	0	0	4	2
gene_5949	54	83	32	32	32	17	32	29	35
gene_5950	44	16	48	42	30	21	20	28	29
gene_5951	0	0	1	0	0	0	0	0	0
gene_5952	9	58	50	37	123	102	56	99	85
gene_5953	81	50	53	111	29	158	143	31	11
gene_5954	0	0	0	0	5	0	0	3	0
gene_5955	13	13	7	11	12	4	15	11	7
gene_5956	85	41	65	58	131	35	51	101	83
gene_5957	12	0	18	1	1	2	1	24	18
gene_5958	137	164	92	84	109	90	145	95	102
gene_5959	90	91	79	80	94	132	115	83	151
gene_5960	141	148	102	132	128	95	127	99	121
gene_5961	15	6	11	9	6	5	7	8	15
gene_5962	13	12	22	12	9	7	15	17	12
gene_5963	6	28	39	7	12	34	59	144	28
gene_5964	129	169	123	131	155	167	156	177	126
gene_5965	17	9	15	27	17	7	22	20	11
gene_5966	84	98	72	78	75	81	52	142	46
gene_5967	21	31	30	42	88	36	31	42	56
gene_5968	40	33	57	31	33	40	35	38	25
gene_5969	41	69	24	70	47	6	44	43	41
gene_5970	95	126	69	91	93	105	99	82	89
gene_5971	0	0	0	0	3	5	2	0	0
gene_5972	233	235	222	216	264	225	172	188	202
gene_5973	19	41	21	42	10	7	24	22	21
gene_5974	30	40	20	24	35	24	37	44	49
gene_5975	46	40	41	85	56	54	49	56	68
gene_5976	2	68	0	12	1	0	13	12	1
gene_5977	70	101	71	89	129	62	60	65	85
gene_5978	24	43	78	52	69	131	32	82	54
gene_5979	39	45	41	32	51	45	55	41	37
gene_5980	43	99	90	106	103	90	75	79	128
gene_5981	42	33	24	25	31	44	25	34	38
gene_5982	3	2	0	12	18	36	0	1	11
gene_5983	21	29	20	25	8	18	14	17	15
gene_5984	6	5	5	3	5	6	3	4	4
gene_5985	0	1	0	5	2	0	2	1	8
gene_5986	0	1	6	0	0	0	3	5	0
gene_5987	1077	1135	1223	1218	1291	1113	1101	1162	1011
gene_5988	40	49	247	143	53	116	54	41	106
gene_5989	1	2	0	8	0	1	0	0	0
gene_5990	1	2	2	8	1	1	5	0	4
gene_5991	157	186	210	247	172	200	203	223	259
gene_5992	102	104	101	103	91	101	90	97	98
gene_5993	52	73	69	48	76	47	52	49	46
gene_5994	59	61	62	67	62	64	66	62	67
gene_5995	121	129	94	102	100	147	113	108	126
gene_5996	66	65	44	89	63	36	46	54	64
gene_5997	5	3	0	4	3	3	6	0	2
gene_5998	18	45	24	27	47	24	46	29	26
gene_5999	0	0	0	2	0	6	1	4	3
gene_6000	211	153	160	174	146	217	201	200	197
gene_6001	244	109	157	120	205	140	278	65	99
gene_6002	0	1	0	0	0	0	3	0	2
gene_6003	6	2	0	8	3	3	1	3	3
gene_6004	70	87	84	68	65	72	84	73	73
gene_6005	18	15	16	14	13	17	14	11	13
gene_6006	0	0	0	0	0	0	0	0	0
gene_6007	9	13	7	25	4	21	12	11	25
gene_6008	9	20	15	14	14	11	22	20	22
gene_6009	20	6	19	5	7	7	0	7	4
gene_6010	9	4	0	6	3	3	3	5	6
gene_6011	32	15	38	21	40	14	13	14	23
gene_6012	13	9	10	5	5	5	7	4	8
gene_6013	0	14	0	0	0	0	1	21	2
gene_6014	1	0	0	0	0	2	0	1	7
gene_6015	2	9	11	0	5	2	24	2	8
gene_6016	2	0	4	2	3	1	3	3	0
gene_6017	3	0	1	0	3	0	0	11	2
gene_6018	6	15	14	0	6	15	10	6	3
gene_6019	20	7	15	28	26	42	10	57	42
gene_6020	105	106	97	85	89	106	89	88	95
gene_6021	16	25	16	15	17	21	10	26	18
gene_6022	71	102	23	120	79	22	99	97	117
gene_6023	4	0	0	0	0	4	0	0	0
gene_6024	59	80	25	49	83	111	50	19	84
gene_6025	0	0	1	0	0	0	0	0	0
gene_6026	42	10	31	23	22	21	54	44	43
gene_6027	57	35	31	36	31	60	19	24	22
gene_6028	28	42	33	23	10	24	28	37	41
gene_6029	0	1	1	0	0	0	0	0	0
gene_6030	0	0	0	0	0	1	0	0	3
gene_6031	121	172	96	128	127	131	157	115	76
gene_6032	18	8	13	5	17	7	1	7	4
gene_6033	13	4	10	10	15	10	4	4	12
gene_6034	0	0	0	0	0	2	1	1	1
gene_6035	1	0	1	0	1	0	3	0	0
gene_6036	3	19	31	38	76	9	22	14	54
gene_6037	166	108	222	302	355	219	210	153	403
gene_6038	11	0	29	7	10	0	4	5	11
gene_6039	0	1	0	0	5	0	0	0	1
gene_6040	58	74	81	77	70	85	76	80	80
gene_6041	30	63	97	40	89	100	59	14	23
gene_6042	1	0	2	6	3	6	0	3	2
gene_6043	9	4	3	2	11	6	3	10	10
gene_6044	144	166	124	52	141	88	151	209	197
gene_6045	8	0	23	3	1	0	9	0	10
gene_6046	181	171	153	103	174	111	187	182	159
gene_6047	32	28	38	77	3	21	51	29	27
gene_6048	214	129	200	142	107	126	151	256	150
gene_6049	3	0	4	1	41	7	4	2	2
gene_6050	7	0	5	7	1	2	6	20	4
gene_6051	47	104	77	55	100	34	45	82	114
gene_6052	5	0	5	5	0	0	3	4	0
gene_6053	4	0	1	3	5	3	2	5	5
gene_6054	258	260	228	266	243	245	231	246	245
gene_6055	8	12	10	28	10	10	9	12	11
gene_6056	596	682	996	718	637	966	867	677	718
gene_6057	5	4	9	9	3	4	3	7	14
gene_6058	12	52	20	53	5	74	101	36	50
gene_6059	254	188	349	254	198	200	332	359	162
gene_6060	4	55	13	42	18	4	10	135	19
gene_6061	0	4	1	2	1	6	7	6	6
gene_6062	18	10	9	47	16	39	46	38	61
gene_6063	162	175	115	121	285	295	167	125	161
gene_6064	3	0	0	0	0	7	2	0	2
gene_6065	3	2	2	0	0	0	2	4	0
gene_6066	165	130	160	253	279	187	96	141	167
gene_6067	0	0	4	1	5	0	0	6	0
gene_6068	0	4	9	13	21	2	12	5	0
gene_6069	19	22	20	20	34	23	31	20	18
gene_6070	114	213	104	302	216	189	86	62	193
gene_6071	254	261	302	449	176	458	525	368	186
gene_6072	242	63	231	89	187	98	128	157	178
gene_6073	99	105	54	66	57	75	75	78	69
gene_6074	20	20	2	27	20	12	16	10	17
gene_6075	0	3	13	4	2	10	18	2	11
gene_6076	5	4	13	3	14	5	11	12	21
gene_6077	39	53	31	94	41	12	35	27	61
gene_6078	71	43	39	62	42	49	53	39	63
gene_6079	30	42	24	28	45	106	65	65	48
gene_6080	9	2	3	12	8	4	13	11	14
gene_6081	15	36	18	54	10	21	15	15	27
gene_6082	10	6	0	19	0	0	2	0	4
gene_6083	82	98	95	75	98	96	106	91	89
gene_6084	43	37	48	61	48	79	42	45	51
gene_6085	2	2	3	2	0	0	0	0	0
gene_6086	292	233	229	167	288	189	207	255	267
gene_6087	1	0	1	3	0	4	1	3	0
gene_6088	11	25	9	14	10	15	18	9	19
gene_6089	35	13	12	15	24	17	4	15	17
